Year,Month,Standard_Category,New_Registration,Transfer,Yearly_Total_Stock,Month_Num,Quarter,Is_Peak_Season,Is_Crisis_Period,Transfer_to_New_Ratio,New_Registration_Market_Share,Prev_Month_New_Reg,Monthly_Growth_Rate
2021,Sep,Tractor,1569.0,0.0,4344.0,9,3,0,1,0.0,0.5772626931567328,836.0,0.8757467144563919
2021,Oct,Tractor,1486.0,0.0,4344.0,10,4,0,1,0.0,0.508034188034188,1569.0,-0.0528662420382165
2021,Nov,Tractor,1582.0,0.0,4344.0,11,4,0,1,0.0,0.5707070707070707,1486.0,0.0645595158036314
2021,Dec,Tractor,1281.0,0.0,4344.0,12,4,1,1,0.0,0.2747747747747748,1582.0,-0.1901452937460518
2022,Jan,Tractor,999.0,928.0,2560.0,1,1,0,1,0.928,0.5123076923076924,1281.0,-0.21996879875195
2022,Feb,Tractor,985.0,697.0,2560.0,2,1,0,1,0.7068965517241379,0.5124869927159209,999.0,-0.014
2022,Mar,Tractor,1244.0,1178.0,2560.0,3,1,0,1,0.9461847389558232,0.5501990269792127,985.0,0.2626774847870182
2022,Apr,Tractor,672.0,662.0,2560.0,4,2,1,1,0.9836552748885586,0.3241678726483357,1244.0,-0.459437751004016
2022,May,Tractor,447.0,576.0,2560.0,5,2,0,1,1.2857142857142858,0.2352631578947368,672.0,-0.3343239227340267
2022,Jun,Tractor,398.0,592.0,2560.0,6,2,0,1,1.483709273182957,0.2261363636363636,447.0,-0.109375
2022,Jul,Tractor,179.0,402.0,2560.0,7,3,0,1,2.2333333333333334,0.1615523465703971,398.0,-0.5488721804511278
2022,Aug,Tractor,482.0,653.0,2560.0,8,3,0,1,1.3519668737060042,0.2519602718243596,179.0,1.6833333333333331
2022,Sep,Tractor,435.0,1019.0,2560.0,9,3,0,1,2.3371559633027523,0.2607913669064748,482.0,-0.0973084886128364
2022,Oct,Tractor,437.0,835.0,2560.0,10,4,0,1,1.9063926940639269,0.3105899076048329,435.0,0.0045871559633027
2022,Nov,Tractor,399.0,935.0,2560.0,11,4,0,1,2.3375,0.3575268817204301,437.0,-0.0867579908675799
2022,Dec,Tractor,252.0,753.0,2560.0,12,4,1,1,2.9762845849802373,0.1769662921348314,399.0,-0.3675
2025,Jan,Tractor,528.0,1095.0,3052.0,1,1,0,0,2.0699432892249527,0.0460612405129547,252.0,1.0909090909090908
2025,Feb,Tractor,499.0,911.0,3052.0,2,1,0,0,1.822,0.0392573361655259,528.0,-0.054820415879017
2025,Mar,Tractor,710.0,1232.0,3052.0,3,1,0,0,1.7327707454289734,0.0534437335340609,499.0,0.422
2025,Apr,Tractor,787.0,1019.0,3052.0,4,2,1,0,1.2931472081218274,0.0448126637057282,710.0,0.1082981715893108
2025,May,Tractor,545.0,1147.0,3052.0,5,2,0,0,2.100732600732601,0.0295248930061216,787.0,-0.3071065989847715
2025,Jun,Tractor,714.0,1208.0,3052.0,6,2,0,0,1.6895104895104895,0.0316419233325947,545.0,0.3095238095238095
2025,Jul,Tractor,815.0,1268.0,3052.0,7,3,0,0,1.553921568627451,0.021677261483629,714.0,0.1412587412587412
2025,Aug,Tractor,541.0,1237.0,3052.0,8,3,0,0,2.282287822878229,0.0142740297089786,815.0,-0.3357843137254901
2025,Sep,Tractor,1071.0,1442.0,3052.0,9,3,0,0,1.3451492537313432,0.0218776810883686,541.0,0.977859778597786
2025,Oct,Tractor,1370.0,1443.0,3052.0,10,4,0,0,1.052516411378556,0.0285398829239839,1071.0,0.2789179104477612
2025,Nov,Tractor,797.0,900.0,3052.0,11,4,0,0,1.1278195488721805,0.0182084028237874,1370.0,-0.4179431072210066
2025,Dec,Tractor,702.0,888.0,3052.0,12,4,1,0,1.263157894736842,0.014101482463541,797.0,-0.119047619047619
