iter	MAE
551	8.091672284
552	8.083539936
553	7.857809595
554	7.65380503
555	7.457445263
556	7.272933337
557	7.098013397
558	7.093745894
559	6.929803479
560	6.770339024
561	6.766136675
562	6.764081619
563	6.612071488
564	6.607108113
565	6.600571592
566	6.458859984
567	6.390208123
568	6.388090224
569	6.375117011
570	6.372710955
571	6.371346253
572	6.369328978
573	6.36706082
574	6.365434645
575	6.357796361
576	6.214240113
577	6.210975493
578	6.20364238
579	6.198683304
580	6.158760969
581	6.154138852
582	6.107009045
583	6.103645055
584	6.102658236
585	6.098940079
586	6.097951823
587	6.084196438
588	6.083189271
589	6.082283096
590	6.081587605
591	6.075521351
592	6.073967174
593	6.068997689
594	6.066731927
595	6.065322457
596	6.062599798
597	6.057773999
598	6.05318949
599	6.030578391
600	6.029805188
601	6.028644655
602	6.02720978
603	6.022831069
604	6.021473829
605	6.015720549
606	6.004194621
607	6.003692803
608	5.997223549
609	5.99700999
610	5.990467636
611	5.987289764
612	5.972807878
613	5.97114829
614	5.943215645
615	5.94171208
616	5.937608856
617	5.936168848
618	5.934728754
619	5.932593281
620	5.93180344
621	5.904076439
622	5.894593761
623	5.891398838
624	5.889077038
625	5.88770464
626	5.878724796
627	5.873481615
628	5.729001881
629	5.720892254
630	5.719556458
631	5.716141648
632	5.712150024
633	5.710722471
634	5.697237551
635	5.693555507
636	5.684402821
637	5.682894482
638	5.68068911
639	5.672594975
640	5.671147953
641	5.639891575
642	5.634872651
643	5.632882991
644	5.62677136
645	5.496286776
646	5.493498413
647	5.491315478
648	5.479634392
649	5.475728497
650	5.473099317
651	5.468512163
652	5.466784107
653	5.461915633
654	5.440446168
655	5.434356848
656	5.431891565
657	5.31620767
658	5.304020151
659	5.300985611
660	5.299447041
661	5.29321352
662	5.289479306
663	5.287571382
664	5.280231118
665	5.276447389
666	5.273902331
667	5.269481309
668	5.264614718
669	5.258706304
670	5.247521013
671	5.242001917
672	5.238269304
673	5.234068409
674	5.231164361
675	5.227939164
676	5.223984078
677	5.200935521
678	5.196865714
679	5.193097173
680	5.181809656
681	5.178601506
682	5.160744025
683	5.160111381
684	5.157413711
685	5.155746568
686	5.153330547
687	5.140914937
688	5.031468342
689	5.027595553
690	5.023916404
691	4.918869726
692	4.903857484
693	4.876466511
694	4.875012849
695	4.871103967
696	4.866027115
697	4.855784568
698	4.851535969
699	4.843527828
700	4.84228131
701	4.841320215
702	4.833748111
703	4.832006797
704	4.828917135
705	4.821896403
706	4.717904021
707	4.715181384
708	4.713082225
709	4.708123183
710	4.704957839
711	4.704111289
712	4.70266071
713	4.699439117
714	4.697264243
715	4.679106231
716	4.673399407
717	4.66359969
718	4.661789917
719	4.657560996
720	4.653896861
721	4.643481689
722	4.54770784
723	4.545532393
724	4.543558191
725	4.542246166
726	4.541278015
727	4.539091046
728	4.444032075
729	4.442561538
730	4.439221445
731	4.438281984
732	4.437811921
733	4.43632168
734	4.435721587
735	4.432322907
736	4.431904414
737	4.339754101
738	4.339100937
739	4.336116283
740	4.335156624
741	4.333649238
742	4.331334342
743	4.329499585
744	4.32853965
745	4.326855168
746	4.326521914
747	4.32424193
748	4.323460276
749	4.321667304
750	4.306451455
751	4.304728827
752	4.262200154
753	4.260374661
754	4.25780033
755	4.255940546
756	4.17693918
757	4.171053661
758	4.096094777
759	4.095380806
760	4.090557106
761	4.019611585
762	4.019303895
763	3.951902868
764	3.950834879
765	3.946884396
766	3.941488384
767	3.903386782
768	3.90230213
769	3.901163354
770	3.90035998
771	3.899596774
772	3.898013029
773	3.896054788
774	3.894612759
775	3.894138907
776	3.893353333
777	3.892007914
778	3.887594644
779	3.88539065
780	3.883774773
781	3.882272959
782	3.87910417
783	3.815436278
784	3.80977992
785	3.809002841
786	3.800735861
787	3.792676427
788	3.787286163
789	3.786633953
790	3.745949862
791	3.745217551
792	3.744562408
793	3.744212315
794	3.743501738
795	3.742900985
796	3.742696043
797	3.74245677
798	3.742305367
799	3.741546704
800	3.734182407
801	3.671118994
802	3.666118899
803	3.664093157
804	3.658108301
805	3.654934788
806	3.652692914
807	3.651509369
808	3.649580398
809	3.647919199
810	3.647650294
811	3.646985324
812	3.644714104
813	3.642376118
814	3.641131609
815	3.640532343
816	3.639327822
817	3.636517902
818	3.635554803
819	3.577336369
820	3.576881697
821	3.575617135
822	3.575009465
823	3.573580542
824	3.572436468
825	3.571751062
826	3.570866734
827	3.57021756
828	3.56924334
829	3.568635451
830	3.567206507
831	3.565683339
832	3.564751949
833	3.564181602
834	3.563639773
835	3.56244135
836	3.561967118
837	3.561109777
838	3.559222863
839	3.556889642
840	3.555624866
841	3.540437034
842	3.5396528
843	3.539021217
844	3.538831931
845	3.483693236
846	3.482923591
847	3.474580928
848	3.473839623
849	3.470684633
850	3.469652779
851	3.467179015
852	3.409702915
853	3.406330383
854	3.355908361
855	3.354797452
856	3.352973257
857	3.351853677
858	3.349671772
859	3.347972677
860	3.346971073
861	3.298813971
862	3.296852148
863	3.291930848
864	3.246598021
865	3.244362537
866	3.243392593
867	3.243298256
868	3.241642771
869	3.24047419
870	3.239483177
871	3.238004709
872	3.235228271
873	3.234825567
874	3.233182139
875	3.23166809
876	3.231493839
877	3.18842952
878	3.147009357
879	3.145663955
880	3.144943816
881	3.143798512
882	3.141368796
883	3.139448012
884	3.101364666
885	3.100218199
886	3.098981818
887	3.0927474
888	3.091819024
889	3.036480777
890	3.034255
891	3.031411749
892	3.029899122
893	3.028956535
894	3.027499494
895	3.02661315
896	3.025449873
897	3.022842261
898	3.022020585
899	3.020706364
900	3.020160653
901	3.019645097
902	3.018401228
903	3.01709626
904	3.014837172
905	3.011002051
906	3.010257435
907	3.008911867
908	3.007753678
909	3.00747506
910	3.006421108
911	3.006087468
912	3.005200156
913	3.004220776
914	2.967896008
915	2.967277169
916	2.966322785
917	2.932238175
918	2.90033883
919	2.897657236
920	2.897310945
921	2.896981968
922	2.89356473
923	2.893394067
924	2.891506897
925	2.890603641
926	2.880731688
927	2.871470898
928	2.849260687
929	2.847485581
930	2.845910659
931	2.845649199
932	2.844438574
933	2.844293813
934	2.843335406
935	2.83633622
936	2.8359923
937	2.835085885
938	2.834183397
939	2.82718849
940	2.826363242
941	2.826011705
942	2.825201779
943	2.824650994
944	2.81765852
945	2.817181448
946	2.816688222
947	2.816221951
948	2.787058019
949	2.780417018
950	2.779720998
951	2.779230626
952	2.77872401
953	2.777071503
954	2.776781044
955	2.776071342
956	2.775400415
957	2.774382146
958	2.746256683
959	2.745431421
960	2.743499678
961	2.74205005
962	2.738994129
963	2.736714877
964	2.736436683
965	2.7334308
966	2.733376265
967	2.731963067
968	2.731394241
969	2.730701633
970	2.730030648
971	2.729703845
972	2.728377696
973	2.727956309
974	2.727048586
975	2.725182696
976	2.723762567
977	2.717000743
978	2.710600433
979	2.708729578
980	2.70695831
981	2.705339343
982	2.703802949
983	2.703571376
984	2.702646496
985	2.701205957
986	2.700658013
987	2.698768317
988	2.698235806
989	2.671697506
990	2.670511037
991	2.668344523
992	2.666500569
993	2.666302727
994	2.665028648
995	2.664812546
996	2.664397731
997	2.664332284
998	2.663320559
999	2.661943529
